"","go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability"
"GO:0120034","GO:0120034",13,"GO:0120034",1.17985097439002,110,"positive regulation of plasma membrane bounded cell projection assembly","positive regulation of plasma membrane bounded cell projection assembly",0.8454625,0.341625,0
"GO:0006862","GO:0006862",17,"GO:0006862",1.15589539619742,44,"nucleotide transport","nucleotide transport",0.97365,0.5425,0
"GO:0090287","GO:0090287",16,"GO:0090287",1.15589539619742,357,"regulation of cellular response to growth factor stimulus","regulation of cellular response to growth factor stimulus",0.8787625,0.4594,0
"GO:2000766","GO:2000766",2,"GO:2000765",1.15589539619742,9,"negative regulation of cytoplasmic translation","regulation of cytoplasmic translation",0.87391875,0.43925,0.935
"GO:0045446","GO:0045446",4,"GO:0030216",1.15589539619742,124,"endothelial cell differentiation","keratinocyte differentiation",0.930025,0.274125,0.733
"GO:1904892","GO:1904892",19,"GO:1904892",1.14927316136097,119,"regulation of receptor signaling pathway via STAT","regulation of receptor signaling pathway via STAT",0.88125625,0.528,0
"GO:0017148","GO:0017148",2,"GO:2000765",1.14927316136097,317,"negative regulation of translation","regulation of cytoplasmic translation",0.84059375,0.44775,0.74
"GO:1904781","GO:1904781",18,"GO:1904781",1.14927316136097,7,"positive regulation of protein localization to centrosome","positive regulation of protein localization to centrosome",0.9182125,0.439666666666667,0
"GO:0006449","GO:0006449",20,"GO:0006449",1.14927316136097,9,"regulation of translational termination","regulation of translational termination",0.82541875,0.35725,0
"GO:0003158","GO:0003158",4,"GO:0030216",1.14927316136097,143,"endothelium development","keratinocyte differentiation",0.94808125,0.327375,0.611
"GO:0120036","GO:0120036",1,"GO:0046847",1.14375750177257,1555,"plasma membrane bounded cell projection organization","filopodium assembly",0.8956375,0.485333333333333,0.682
"GO:0045008","GO:0045008",22,"GO:0045008",1.12708050634806,8,"depyrimidination","depyrimidination",0.81674375,0.398875,0
"GO:0006692","GO:0006692",21,"GO:0006692",1.12708050634806,51,"prostanoid metabolic process","prostanoid metabolic process",0.8984125,0.361714285714286,0
"GO:0031442","GO:0031442",23,"GO:0031442",1.10621505400233,6,"positive regulation of mRNA 3'-end processing","positive regulation of mRNA 3'-end processing",0.8888875,1,0
"GO:0007215","GO:0007215",8,"GO:0035235",1.10621505400233,50,"glutamate receptor signaling pathway","ionotropic glutamate receptor signaling pathway",0.89289375,0.5315,0.937
"GO:0006415","GO:0006415",20,"GO:0006449",1.10621505400233,17,"translational termination","regulation of translational termination",0.85044375,0.361,0.953
"GO:1904779","GO:1904779",18,"GO:1904781",1.07832902416491,12,"regulation of protein localization to centrosome","positive regulation of protein localization to centrosome",0.9357375,0.459666666666667,0.968
"GO:0071453","GO:0071453",7,"GO:0036294",1.07832902416491,174,"cellular response to oxygen levels","cellular response to decreased oxygen levels",0.8793,0.339666666666667,0.993
"GO:0009223","GO:0009223",26,"GO:0009223",1.07537894495027,19,"pyrimidine deoxyribonucleotide catabolic process","pyrimidine deoxyribonucleotide catabolic process",0.88620625,1,0
"GO:0071675","GO:0071675",24,"GO:0071675",1.07537894495027,125,"regulation of mononuclear cell migration","regulation of mononuclear cell migration",0.93520625,0.43,0
"GO:0042574","GO:0042574",25,"GO:0042574",1.07537894495027,18,"retinal metabolic process","retinal metabolic process",0.91985625,0.419666666666667,0
"GO:1900227","GO:1900227",13,"GO:0120034",1.06367911904522,20,"positive regulation of NLRP3 inflammasome complex assembly","positive regulation of plasma membrane bounded cell projection assembly",0.80481875,0.388,0.68
"GO:0006285","GO:0006285",22,"GO:0045008",1.06367911904522,12,"base-excision repair, AP site formation","depyrimidination",0.85699375,0.371875,0.951
"GO:1903140","GO:1903140",4,"GO:0030216",1.06367911904522,17,"regulation of establishment of endothelial barrier","keratinocyte differentiation",0.90316875,0.2985,0.636
"GO:0018149","GO:0018149",27,"GO:0018149",1.03868780172046,28,"peptide cross-linking","peptide cross-linking",0.92039375,1,0
"GO:0051055","GO:0051055",29,"GO:0051055",1.03868780172046,68,"negative regulation of lipid biosynthetic process","negative regulation of lipid biosynthetic process",0.88835,0.7005,0
"GO:0048522","GO:0048522",5,"GO:0031325",1.03868780172046,5813,"positive regulation of cellular process","positive regulation of cellular metabolic process",0.8957375,0.6345,0.731
"GO:0032515","GO:0032515",15,"GO:0032069",1.03868780172046,20,"negative regulation of phosphoprotein phosphatase activity","regulation of nuclease activity",0.86579375,0.532,0.569
"GO:1901699","GO:1901699",9,"GO:0071417",1.03868780172046,691,"cellular response to nitrogen compound","cellular response to organonitrogen compound",0.85819375,0.486666666666667,0.987
"GO:0010800","GO:0010800",30,"GO:0010800",1.03868780172046,29,"positive regulation of peptidyl-threonine phosphorylation","positive regulation of peptidyl-threonine phosphorylation",0.84911875,0.4508,0
"GO:0006287","GO:0006287",22,"GO:0045008",1.03868780172046,14,"base-excision repair, gap-filling","depyrimidination",0.8598625,0.39775,0.79
"GO:0016101","GO:0016101",25,"GO:0042574",1.03868780172046,87,"diterpenoid metabolic process","retinal metabolic process",0.91070625,0.377666666666667,0.87
"GO:0006693","GO:0006693",21,"GO:0006692",1.03868780172046,50,"prostaglandin metabolic process","prostanoid metabolic process",0.89848125,0.362142857142857,0.999
"GO:0043244","GO:0043244",20,"GO:0006449",1.03868780172046,123,"regulation of protein-containing complex disassembly","regulation of translational termination",0.88746875,0.36125,0.84
"GO:0046546","GO:0046546",28,"GO:0046546",1.03868780172046,151,"development of primary male sexual characteristics","development of primary male sexual characteristics",0.9572625,0.350666666666667,0
"GO:0008584","GO:0008584",28,"GO:0046546",1.03868780172046,150,"male gonad development","development of primary male sexual characteristics",0.953975,0.35,0.998
"GO:0071383","GO:0071383",10,"GO:0071379",1.03868780172046,208,"cellular response to steroid hormone stimulus","cellular response to prostaglandin stimulus",0.85589375,0.317,0.688
"GO:0090092","GO:0090092",31,"GO:0090092",1.0326018063251,297,"regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway",0.872025,0.5425,0
"GO:1904894","GO:1904894",19,"GO:1904892",1.0326018063251,53,"positive regulation of receptor signaling pathway via STAT","regulation of receptor signaling pathway via STAT",0.86580625,0.528,0.944
"GO:0043436","GO:0043436",21,"GO:0006692",1.0326018063251,972,"oxoacid metabolic process","prostanoid metabolic process",0.89574375,0.333,0.702
"GO:0006304","GO:0006304",32,"GO:0006304",1.01997257235153,103,"DNA modification","DNA modification",0.885875,1,0
"GO:0015748","GO:0015748",17,"GO:0006862",1.01997257235153,152,"organophosphate ester transport","nucleotide transport",0.97183125,0.5425,0.915
"GO:0006301","GO:0006301",22,"GO:0045008",1.01997257235153,34,"postreplication repair","depyrimidination",0.8557125,0.487375,0.52
"GO:1900225","GO:1900225",13,"GO:0120034",1.01997257235153,34,"regulation of NLRP3 inflammasome complex assembly","positive regulation of plasma membrane bounded cell projection assembly",0.805225,0.42175,0.6
"GO:0018279","GO:0018279",35,"GO:0018279",1.01997257235153,24,"protein N-linked glycosylation via asparagine","protein N-linked glycosylation via asparagine",0.8942625,0.419333333333333,0
"GO:0002690","GO:0002690",24,"GO:0071675",1.01997257235153,96,"positive regulation of leukocyte chemotaxis","regulation of mononuclear cell migration",0.811975,0.416,0.878
"GO:0001523","GO:0001523",25,"GO:0042574",1.01997257235153,84,"retinoid metabolic process","retinal metabolic process",0.91081875,0.377333333333333,0.871
"GO:1901605","GO:1901605",21,"GO:0006692",1.01997257235153,207,"alpha-amino acid metabolic process","prostanoid metabolic process",0.885925,0.366285714285714,0.622
"GO:0008406","GO:0008406",28,"GO:0046546",1.01997257235153,233,"gonad development","development of primary male sexual characteristics",0.9526125,0.366,0.95
"GO:0010592","GO:0010592",33,"GO:0010592",1.01997257235153,28,"positive regulation of lamellipodium assembly","positive regulation of lamellipodium assembly",0.85686875,0.3536,0
"GO:0140238","GO:0140238",34,"GO:0140238",1.01997257235153,72,"presynaptic endocytosis","presynaptic endocytosis",0.94736875,0.352333333333333,0
"GO:0045724","GO:0045724",13,"GO:0120034",1.01997257235153,28,"positive regulation of cilium assembly","positive regulation of plasma membrane bounded cell projection assembly",0.85738125,0.346125,0.903
"GO:0019752","GO:0019752",21,"GO:0006692",1.01997257235153,949,"carboxylic acid metabolic process","prostanoid metabolic process",0.89575625,0.331714285714286,0.704
"GO:1901617","GO:1901617",11,"GO:0034310",1.00685901372129,251,"organic hydroxy compound biosynthetic process","primary alcohol catabolic process",0.937375,0.672,0.656
"GO:0001578","GO:0001578",36,"GO:0001578",1.00685901372129,125,"microtubule bundle formation","microtubule bundle formation",0.93273125,0.558,0
"GO:1901655","GO:1901655",12,"GO:1901701",1.00685901372129,103,"cellular response to ketone","cellular response to oxygen-containing compound",0.87991875,0.557333333333333,0.739
"GO:0046605","GO:0046605",36,"GO:0001578",1.00685901372129,54,"regulation of centrosome cycle","microtubule bundle formation",0.89180625,0.490666666666667,0.654
"GO:0000731","GO:0000731",22,"GO:0045008",1.00685901372129,40,"DNA synthesis involved in DNA repair","depyrimidination",0.84794375,0.482875,0.524
"GO:0010799","GO:0010799",30,"GO:0010800",1.00685901372129,45,"regulation of peptidyl-threonine phosphorylation","positive regulation of peptidyl-threonine phosphorylation",0.86610625,0.4362,0.968
"GO:0009064","GO:0009064",21,"GO:0006692",1.00685901372129,79,"glutamine family amino acid metabolic process","prostanoid metabolic process",0.89584375,0.415,0.569
"GO:0007416","GO:0007416",37,"GO:0007416",1.00685901372129,200,"synapse assembly","synapse assembly",0.88313125,0.385333333333333,0
"GO:0010591","GO:0010591",33,"GO:0010592",1.00685901372129,41,"regulation of lamellipodium assembly","positive regulation of lamellipodium assembly",0.8722625,0.3738,0.976
"GO:0019369","GO:0019369",21,"GO:0006692",1.00685901372129,58,"arachidonic acid metabolic process","prostanoid metabolic process",0.89605,0.373571428571429,0.872
"GO:1902745","GO:1902745",33,"GO:0010592",1.00685901372129,36,"positive regulation of lamellipodium organization","positive regulation of lamellipodium assembly",0.864775,0.3522,0.984
"GO:0045663","GO:0045663",38,"GO:0045663",0.999403255255441,43,"positive regulation of myoblast differentiation","positive regulation of myoblast differentiation",0.89995625,0.5175,0
"GO:0043542","GO:0043542",24,"GO:0071675",0.999403255255441,284,"endothelial cell migration","regulation of mononuclear cell migration",0.95480625,0.4288,0.606
"GO:0006694","GO:0006694",39,"GO:0006694",0.99242332847897,184,"steroid biosynthetic process","steroid biosynthetic process",0.9090125,0.534,0
"GO:0048488","GO:0048488",34,"GO:0140238",0.99242332847897,71,"synaptic vesicle endocytosis","presynaptic endocytosis",0.946375,0.325333333333333,0.999
"GO:0045229","GO:0045229",40,"GO:0045229",0.9811813759891,323,"external encapsulating structure organization","external encapsulating structure organization",0.937475,1,0
"GO:0097306","GO:0097306",12,"GO:1901701",0.979724921758581,103,"cellular response to alcohol","cellular response to oxygen-containing compound",0.87765,0.558,0.737
"GO:2000379","GO:2000379",41,"GO:2000379",0.979724921758581,68,"positive regulation of reactive oxygen species metabolic process","positive regulation of reactive oxygen species metabolic process",0.88468125,0.5305,0
"GO:0071277","GO:0071277",42,"GO:0071277",0.979724921758581,87,"cellular response to calcium ion","cellular response to calcium ion",0.872925,0.368,0
"GO:0008202","GO:0008202",39,"GO:0006694",0.978389019645407,327,"steroid metabolic process","steroid biosynthetic process",0.9112375,0.534,0.932
"GO:0031623","GO:0031623",34,"GO:0140238",0.978389019645407,128,"receptor internalization","presynaptic endocytosis",0.9519,0.413833333333333,0.682
"GO:0036465","GO:0036465",34,"GO:0140238",0.978389019645407,82,"synaptic vesicle recycling","presynaptic endocytosis",0.94891875,0.406333333333333,0.82
"GO:0120031","GO:0120031",1,"GO:0046847",0.961641367621164,578,"plasma membrane bounded cell projection assembly","filopodium assembly",0.8905875,0.445,0.803
"GO:0010631","GO:0010631",24,"GO:0071675",0.959002702749102,372,"epithelial cell migration","regulation of mononuclear cell migration",0.95398125,0.4212,0.618
"GO:0042149","GO:0042149",43,"GO:0042149",0.949937088746989,50,"cellular response to glucose starvation","cellular response to glucose starvation",0.90695625,0.552,0
"GO:0045661","GO:0045661",38,"GO:0045663",0.949686379100183,73,"regulation of myoblast differentiation","positive regulation of myoblast differentiation",0.91920625,0.5175,0.965
"GO:0051346","GO:0051346",15,"GO:0032069",0.949686379100183,218,"negative regulation of hydrolase activity","regulation of nuclease activity",0.964625,0.500333333333333,0.664
"GO:0032886","GO:0032886",36,"GO:0001578",0.949686379100183,258,"regulation of microtubule-based process","microtubule bundle formation",0.944325,0.484666666666667,0.672
"GO:0030510","GO:0030510",31,"GO:0090092",0.941278725309084,121,"regulation of BMP signaling pathway","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway",0.8575875,0.5425,0.915
"GO:0036297","GO:0036297",22,"GO:0045008",0.9332414868114,40,"interstrand cross-link repair","depyrimidination",0.8557125,0.487375,0.52
"GO:0007399","GO:0007399",44,"GO:0007399",0.9332414868114,2510,"nervous system development","nervous system development",0.94675625,0.43125,0
"GO:0006284","GO:0006284",22,"GO:0045008",0.92949187159833,44,"base-excision repair","depyrimidination",0.844275,0.345,0.865
"GO:2000377","GO:2000377",41,"GO:2000379",0.925962551304996,147,"regulation of reactive oxygen species metabolic process","positive regulation of reactive oxygen species metabolic process",0.901875,0.5305,0.939
"GO:0043524","GO:0043524",45,"GO:0043524",0.925962551304996,163,"negative regulation of neuron apoptotic process","negative regulation of neuron apoptotic process",0.93956875,0.405333333333333,0
"GO:0097352","GO:0097352",46,"GO:0097352",0.911726731363468,59,"autophagosome maturation","autophagosome maturation",0.87345,0.578,0
"GO:0032870","GO:0032870",16,"GO:0090287",0.894669360724505,610,"cellular response to hormone stimulus","regulation of cellular response to growth factor stimulus",0.8481625,0.324,0.728
"GO:0036211","GO:0036211",47,"GO:0036211",0.8891723345928,3023,"protein modification process","protein modification process",0.87899375,0.465666666666667,0
"GO:0006513","GO:0006513",48,"GO:0006513",0.884005282746703,43,"protein monoubiquitination","protein monoubiquitination",0.918225,1,0
"GO:0008284","GO:0008284",33,"GO:0010592",0.884005282746703,1286,"positive regulation of cell population proliferation","positive regulation of lamellipodium assembly",0.87720625,0.4316,0.675
"GO:0071456","GO:0071456",7,"GO:0036294",0.884005282746703,147,"cellular response to hypoxia","cellular response to decreased oxygen levels",0.86288125,0.339333333333333,0.994
"GO:0051897","GO:0051897",49,"GO:0051897",0.88194469865942,171,"positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction",0.85744375,0.472333333333333,0
"GO:0034329","GO:0034329",37,"GO:0007416",0.88194469865942,446,"cell junction assembly","synapse assembly",0.91505625,0.392,0.935
"GO:0045787","GO:0045787",50,"GO:0045787",0.879978170977421,334,"positive regulation of cell cycle","positive regulation of cell cycle",0.91843125,0.591,0
"GO:0008333","GO:0008333",51,"GO:0008333",0.879978170977421,73,"endosome to lysosome transport","endosome to lysosome transport",0.9519375,0.5305,0
"GO:0006487","GO:0006487",35,"GO:0018279",0.860801526620391,70,"protein N-linked glycosylation","protein N-linked glycosylation via asparagine",0.884775,0.392,0.916
"GO:0051592","GO:0051592",42,"GO:0071277",0.860801526620391,144,"response to calcium ion","cellular response to calcium ion",0.89418125,0.389,0.961
"GO:1902075","GO:1902075",42,"GO:0071277",0.855915778531315,199,"cellular response to salt","cellular response to calcium ion",0.878925,0.397666666666667,0.935
"GO:0043523","GO:0043523",45,"GO:0043524",0.852975761337582,232,"regulation of neuron apoptotic process","negative regulation of neuron apoptotic process",0.9453375,0.430333333333333,0.968
"GO:0006281","GO:0006281",22,"GO:0045008",0.852975761337582,601,"DNA repair","depyrimidination",0.81465,0.380625,0.639
"GO:1902117","GO:1902117",13,"GO:0120034",0.8268198525598,83,"positive regulation of organelle assembly","positive regulation of plasma membrane bounded cell projection assembly",0.86728125,0.35125,0.753
"GO:0032984","GO:0032984",20,"GO:0006449",0.822773532482615,245,"protein-containing complex disassembly","regulation of translational termination",0.919625,0.366,0.778
"GO:1902017","GO:1902017",13,"GO:0120034",0.807987616259657,71,"regulation of cilium assembly","positive regulation of plasma membrane bounded cell projection assembly",0.8680125,0.364,0.878
"GO:0071375","GO:0071375",16,"GO:0090287",0.807987616259657,310,"cellular response to peptide hormone stimulus","regulation of cellular response to growth factor stimulus",0.84439375,0.3006,0.68
"GO:0050808","GO:0050808",37,"GO:0007416",0.80438978926139,483,"synapse organization","synapse assembly",0.92738125,0.400666666666667,0.909
"GO:0032868","GO:0032868",16,"GO:0090287",0.800887417658662,269,"response to insulin","regulation of cellular response to growth factor stimulus",0.8760125,0.3234,0.638
"GO:0071248","GO:0071248",9,"GO:0071417",0.790941234235916,200,"cellular response to metal ion","cellular response to organonitrogen compound",0.87754375,0.632333333333333,0.55
"GO:1903829","GO:1903829",18,"GO:1904781",0.790941234235916,476,"positive regulation of protein localization","positive regulation of protein localization to centrosome",0.8938875,0.544666666666667,0.713
"GO:0043066","GO:0043066",45,"GO:0043524",0.790941234235916,918,"negative regulation of apoptotic process","negative regulation of neuron apoptotic process",0.93185625,0.481,0.816
"GO:0043412","GO:0043412",47,"GO:0036211",0.790941234235916,3253,"macromolecule modification","protein modification process",0.89544375,0.470333333333333,0.942
"GO:0007411","GO:0007411",44,"GO:0007399",0.790941234235916,233,"axon guidance","nervous system development",0.867475,0.417,0.664
"GO:0031334","GO:0031334",13,"GO:0120034",0.790941234235916,198,"positive regulation of protein-containing complex assembly","positive regulation of plasma membrane bounded cell projection assembly",0.856525,0.3445,0.799
"GO:0030855","GO:0030855",4,"GO:0030216",0.790941234235916,741,"epithelial cell differentiation","keratinocyte differentiation",0.92725,0.338,0.854
"GO:0016310","GO:0016310",30,"GO:0010800",0.783497880676119,1588,"phosphorylation","positive regulation of peptidyl-threonine phosphorylation",0.90349375,0.4106,0.612
"GO:0051604","GO:0051604",52,"GO:0051604",0.77898998754721,549,"protein maturation","protein maturation",0.896825,1,0
"GO:0051896","GO:0051896",49,"GO:0051897",0.770423865078016,248,"regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction",0.8771875,0.463,0.965
"GO:0016192","GO:0016192",34,"GO:0140238",0.768155915628644,1536,"vesicle-mediated transport","presynaptic endocytosis",0.94476875,0.426166666666667,0.659
"GO:0018205","GO:0018205",47,"GO:0036211",0.762659382232361,219,"peptidyl-lysine modification","protein modification process",0.90288125,0.564,0.661
"GO:0071407","GO:0071407",10,"GO:0071379",0.762659382232361,551,"cellular response to organic cyclic compound","cellular response to prostaglandin stimulus",0.86335,0.434833333333333,0.508
"GO:0006898","GO:0006898",34,"GO:0140238",0.749556087754224,258,"receptor-mediated endocytosis","presynaptic endocytosis",0.94899375,0.383333333333333,0.726
"GO:0032869","GO:0032869",16,"GO:0090287",0.742157815711286,206,"cellular response to insulin stimulus","regulation of cellular response to growth factor stimulus",0.84855625,0.3018,0.657
"GO:0006468","GO:0006468",30,"GO:0010800",0.738936357434303,1319,"protein phosphorylation","positive regulation of peptidyl-threonine phosphorylation",0.86618125,0.3976,0.633
"GO:0007041","GO:0007041",51,"GO:0008333",0.691326332970938,134,"lysosomal transport","endosome to lysosome transport",0.95445,0.5305,0.939
"GO:0031327","GO:0031327",29,"GO:0051055",0.691275769869075,2801,"negative regulation of cellular biosynthetic process","negative regulation of lipid biosynthetic process",0.85674375,0.7005,0.599
"GO:0016236","GO:0016236",46,"GO:0097352",0.691275769869075,331,"macroautophagy","autophagosome maturation",0.92225,0.578,0.844
"GO:0048666","GO:0048666",44,"GO:0007399",0.691275769869075,1142,"neuron development","nervous system development",0.9255125,0.34775,0.814
"GO:0006486","GO:0006486",35,"GO:0018279",0.685654686484109,193,"protein glycosylation","protein N-linked glycosylation via asparagine",0.875575,0.422,0.826
"GO:0032543","GO:0032543",2,"GO:2000765",0.680207527450871,130,"mitochondrial translation","regulation of cytoplasmic translation",0.89229375,0.53525,0.594
"GO:0071396","GO:0071396",10,"GO:0071379",0.678940992873332,612,"cellular response to lipid","cellular response to prostaglandin stimulus",0.8595875,0.3565,0.742
"GO:0009267","GO:0009267",43,"GO:0042149",0.669804646455591,179,"cellular response to starvation","cellular response to glucose starvation",0.89715,0.552,0.896
"GO:0010564","GO:0010564",50,"GO:0045787",0.640963101599629,745,"regulation of cell cycle process","positive regulation of cell cycle",0.94005,0.591,0.818
"GO:0046777","GO:0046777",30,"GO:0010800",0.640963101599629,199,"protein autophosphorylation","positive regulation of peptidyl-threonine phosphorylation",0.89013125,0.4832,0.533
"GO:0051128","GO:0051128",13,"GO:0120034",0.640963101599629,2451,"regulation of cellular component organization","positive regulation of plasma membrane bounded cell projection assembly",0.87028125,0.4625,0.654
"GO:0009966","GO:0009966",49,"GO:0051897",0.63595600863641,3094,"regulation of signal transduction","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction",0.84394375,0.578666666666667,0.618
"GO:0042127","GO:0042127",33,"GO:0010592",0.63595600863641,2291,"regulation of cell population proliferation","positive regulation of lamellipodium assembly",0.89929375,0.4564,0.597
"GO:2000147","GO:2000147",24,"GO:0071675",0.618709250652369,600,"positive regulation of cell motility","regulation of mononuclear cell migration",0.90618125,0.4084,0.748
"GO:0031175","GO:0031175",44,"GO:0007399",0.611818841585327,996,"neuron projection development","nervous system development",0.8491,0.3475,0.797
