,parent,parentTerm,term,fdr,Odds Ratio,Combined Score,Genes,description
16,GO:0120033,negative regulation of plasma membrane bounded cell projection assembly,GO:0120033,0.09101982,20.20816,104.9681,NRG1;EVI5L,Negative Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120033)
17,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,GO:0007169,0.09561463,5.989897,30.63425,EFNB2;EPHA5;TYRO3;NRG1,Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169)
18,GO:0030878,thyroid gland development,GO:0030878,0.1139571,198.42,909.7923,NKX2-1,Thyroid Gland Development (GO:0030878)
19,GO:0034505,tooth mineralization,GO:0034505,0.1139571,198.42,909.7923,COL1A1,Tooth Mineralization (GO:0034505)
20,GO:0034446,substrate adhesion-dependent cell spreading,GO:0034446,0.1139571,16.15837,77.43501,TYRO3;RADIL,Substrate Adhesion-Dependent Cell Spreading (GO:0034446)
21,GO:1901678,iron coordination entity transport,GO:1901678,0.1139571,198.42,909.7923,NRG1,Iron Coordination Entity Transport (GO:1901678)
22,GO:0030199,collagen fibril organization,GO:0030199,0.1139571,15.53532,73.34847,COL1A1;COL3A1,Collagen Fibril Organization (GO:0030199)
23,GO:1900426,positive regulation of defense response to bacterium,GO:1900426,0.1139571,198.42,909.7923,EMILIN2,Positive Regulation Of Defense Response To Bacterium (GO:1900426)
24,GO:1902116,negative regulation of organelle assembly,GO:1902116,0.1139571,14.95843,69.60446,EVI5L;MDM1,Negative Regulation Of Organelle Assembly (GO:1902116)
25,GO:2000463,positive regulation of excitatory postsynaptic potential,GO:2000463,0.1139571,198.42,909.7923,NLGN2,Positive Regulation Of Excitatory Postsynaptic Potential (GO:2000463)
26,GO:0007171,activation of transmembrane receptor protein tyrosine kinase activity,GO:0007171,0.1139571,198.42,909.7923,NRG1,Activation Of Transmembrane Receptor Protein Tyrosine Kinase Activity (GO:0007171)
27,GO:0097106,postsynaptic density organization,GO:0097106,0.1139571,198.42,909.7923,NLGN2,Postsynaptic Density Organization (GO:0097106)
28,GO:0002040,sprouting angiogenesis,GO:0002040,0.1139571,16.15837,77.43501,EFNB2;ROBO1,Sprouting Angiogenesis (GO:0002040)
29,GO:0045229,external encapsulating structure organization,GO:0045229,0.1265686,8.95873,33.43621,COL1A1;COL3A1,External Encapsulating Structure Organization (GO:0045229)
30,GO:1905719,protein localization to perinuclear region of cytoplasm,GO:1905719,0.1265686,66.12667,257.6989,HOOK2,Protein Localization To Perinuclear Region Of Cytoplasm (GO:1905719)
31,GO:0048015,phosphatidylinositol-mediated signaling,GO:0048015,0.1265686,11.20862,46.32978,TYRO3;KCNH1,Phosphatidylinositol-Mediated Signaling (GO:0048015)
32,GO:0031214,biomineral tissue development,GO:0031214,0.1265686,99.2,414.8768,COL1A1,Biomineral Tissue Development (GO:0031214)
33,GO:0045161,neuronal ion channel clustering,GO:0045161,0.1265686,99.2,414.8768,NRCAM,Neuronal Ion Channel Clustering (GO:0045161)
34,GO:0043588,skin development,GO:0043588,0.1265686,10.08367,39.76624,COL1A1;COL3A1,Skin Development (GO:0043588)
35,GO:0001773,myeloid dendritic cell activation,GO:0001773,0.1265686,49.59,182.3131,DOCK2,Myeloid Dendritic Cell Activation (GO:0001773)
36,GO:0007158,neuron cell-cell adhesion,GO:0007158,0.1265686,66.12667,257.6989,NLGN2,Neuron Cell-Cell Adhesion (GO:0007158)
37,GO:0043456,regulation of pentose-phosphate shunt,GO:0043456,0.1265686,49.59,182.3131,TIGAR,Regulation Of Pentose-Phosphate Shunt (GO:0043456)
38,GO:0034105,positive regulation of tissue remodeling,GO:0034105,0.1265686,49.59,182.3131,NRG1,Positive Regulation Of Tissue Remodeling (GO:0034105)
39,GO:0051873,killing by host of symbiont cells,GO:0051873,0.1265686,49.59,182.3131,NRG1,Killing By Host Of Symbiont Cells (GO:0051873)
40,GO:0050865,regulation of cell activation,GO:0050865,0.1265686,99.2,414.8768,NRG1,Regulation Of Cell Activation (GO:0050865)
41,GO:0097090,presynaptic membrane organization,GO:0097090,0.1265686,66.12667,257.6989,NLGN2,Presynaptic Membrane Organization (GO:0097090)
42,GO:0006000,fructose metabolic process,GO:0006000,0.1265686,49.59,182.3131,ALDOB,Fructose Metabolic Process (GO:0006000)
43,GO:0048732,gland development,GO:0048732,0.1265686,9.377314,35.76246,NKX2-1;NRG1,Gland Development (GO:0048732)
44,GO:0006570,tyrosine metabolic process,GO:0006570,0.1265686,99.2,414.8768,HPD,Tyrosine Metabolic Process (GO:0006570)
45,GO:0051048,negative regulation of secretion,GO:0051048,0.1265686,99.2,414.8768,NRG1,Negative Regulation Of Secretion (GO:0051048)
46,GO:0044351,macropinocytosis,GO:0044351,0.1265686,49.59,182.3131,DOCK2,Macropinocytosis (GO:0044351)
47,GO:0002839,positive regulation of immune response to tumor cell,GO:0002839,0.1265686,66.12667,257.6989,NRG1,Positive Regulation Of Immune Response To Tumor Cell (GO:0002839)
48,GO:0033629,negative regulation of cell adhesion mediated by integrin,GO:0033629,0.1265686,49.59,182.3131,NRG1,Negative Regulation Of Cell Adhesion Mediated By Integrin (GO:0033629)
49,GO:0070100,negative regulation of chemokine-mediated signaling pathway,GO:0070100,0.1265686,66.12667,257.6989,ROBO1,Negative Regulation Of Chemokine-Mediated Signaling Pathway (GO:0070100)
50,GO:1903939,regulation of TORC2 signaling,GO:1903939,0.1265686,49.59,182.3131,SIK3,Regulation Of TORC2 Signaling (GO:1903939)
51,GO:0097435,supramolecular fiber organization,GO:0097435,0.1265686,4.554594,19.18861,COL1A1;COL3A1;HOOK2;CGNL1,Supramolecular Fiber Organization (GO:0097435)
52,GO:0060441,epithelial tube branching involved in lung morphogenesis,GO:0060441,0.1265686,66.12667,257.6989,NKX2-1,Epithelial Tube Branching Involved In Lung Morphogenesis (GO:0060441)
53,GO:0032230,"positive regulation of synaptic transmission, GABAergic",GO:0032230,0.1265686,49.59,182.3131,NLGN2,"Positive Regulation Of Synaptic Transmission, GABAergic (GO:0032230)"
54,GO:1901731,positive regulation of platelet aggregation,GO:1901731,0.1265686,49.59,182.3131,EMILIN2,Positive Regulation Of Platelet Aggregation (GO:1901731)
55,GO:0051046,regulation of secretion,GO:0051046,0.1265686,49.59,182.3131,NRG1,Regulation Of Secretion (GO:0051046)
56,GO:1905209,positive regulation of cardiocyte differentiation,GO:1905209,0.1265686,66.12667,257.6989,EFNB2,Positive Regulation Of Cardiocyte Differentiation (GO:1905209)
57,GO:0006919,activation of cysteine-type endopeptidase activity involved in apoptotic process,GO:0006919,0.1265686,9.836735,38.35574,CNTN1;ROBO1,Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0006919)
58,GO:0061548,ganglion development,GO:0061548,0.1314694,39.668,138.7027,UNC5C,Ganglion Development (GO:0061548)
59,GO:0050832,defense response to fungus,GO:0050832,0.1314694,39.668,138.7027,NRG1,Defense Response To Fungus (GO:0050832)
60,GO:0003222,ventricular trabecula myocardium morphogenesis,GO:0003222,0.1314694,39.668,138.7027,NRG1,Ventricular Trabecula Myocardium Morphogenesis (GO:0003222)
61,GO:0046600,negative regulation of centriole replication,GO:0046600,0.1314694,39.668,138.7027,MDM1,Negative Regulation Of Centriole Replication (GO:0046600)
62,GO:0032970,regulation of actin filament-based process,GO:0032970,0.1314694,7.89996,27.71991,EPHA5;NRG1,Regulation Of Actin Filament-Based Process (GO:0032970)
63,GO:0061387,regulation of extent of cell growth,GO:0061387,0.1314694,39.668,138.7027,NRCAM,Regulation Of Extent Of Cell Growth (GO:0061387)
64,GO:0042753,positive regulation of circadian rhythm,GO:0042753,0.1353898,33.05333,110.5614,NKX2-1,Positive Regulation Of Circadian Rhythm (GO:0042753)
65,GO:2000311,regulation of AMPA receptor activity,GO:2000311,0.1353898,33.05333,110.5614,NLGN2,Regulation Of AMPA Receptor Activity (GO:2000311)
66,GO:0006878,intracellular copper ion homeostasis,GO:0006878,0.1353898,33.05333,110.5614,ANKRD9,Intracellular Copper Ion Homeostasis (GO:0006878)
67,GO:0042060,wound healing,GO:0042060,0.1353898,7.190962,24.03949,COL3A1;NRG1,Wound Healing (GO:0042060)
68,GO:0090263,positive regulation of canonical Wnt signaling pathway,GO:0090263,0.1376802,7.064089,23.39447,COL1A1;LGR5,Positive Regulation Of Canonical Wnt Signaling Pathway (GO:0090263)
69,GO:0071248,cellular response to metal ion,GO:0071248,0.1416419,6.708844,21.61163,TIGAR;KCNH1,Cellular Response To Metal Ion (GO:0071248)
70,GO:0000722,telomere maintenance via recombination,GO:0000722,0.1416419,28.32857,91.04535,RAD51D,Telomere Maintenance Via Recombination (GO:0000722)
71,GO:0043201,response to leucine,GO:0043201,0.1471026,24.785,76.79926,SESN3,Response To Leucine (GO:0043201)
72,GO:0003184,pulmonary valve morphogenesis,GO:0003184,0.1471026,24.785,76.79926,ROBO1,Pulmonary Valve Morphogenesis (GO:0003184)
73,GO:0009967,positive regulation of signal transduction,GO:0009967,0.1471026,4.099413,12.9496,NLGN2;CNTN1;ROBO1,Positive Regulation Of Signal Transduction (GO:0009967)
74,GO:1990253,cellular response to leucine starvation,GO:1990253,0.1471026,24.785,76.79926,SESN3,Cellular Response To Leucine Starvation (GO:1990253)
75,GO:0002526,acute inflammatory response,GO:0002526,0.153205,22.02889,65.9931,CNTN1,Acute Inflammatory Response (GO:0002526)
76,GO:0032793,positive regulation of CREB transcription factor activity,GO:0032793,0.153205,19.824,57.54778,EPHA5,Positive Regulation Of CREB Transcription Factor Activity (GO:0032793)
77,GO:0019933,cAMP-mediated signaling,GO:0019933,0.153205,19.824,57.54778,EPHA5,cAMP-mediated Signaling (GO:0019933)
78,GO:0006285,"base-excision repair, AP site formation",GO:0006285,0.153205,22.02889,65.9931,MUTYH,"Base-Excision Repair, AP Site Formation (GO:0006285)"
79,GO:0016485,protein processing,GO:0016485,0.153205,5.828453,17.35172,CNTN1;PRSS12,Protein Processing (GO:0016485)
80,GO:0006353,DNA-templated transcription termination,GO:0006353,0.1620588,16.51667,45.26987,NKX2-1,DNA-templated Transcription Termination (GO:0006353)
81,GO:0006360,transcription by RNA polymerase I,GO:0006360,0.1620588,16.51667,45.26987,NKX2-1,Transcription By RNA Polymerase I (GO:0006360)
82,GO:0030705,cytoskeleton-dependent intracellular transport,GO:0030705,0.1620588,16.51667,45.26987,HOOK2,Cytoskeleton-Dependent Intracellular Transport (GO:0030705)
83,GO:0051493,regulation of cytoskeleton organization,GO:0051493,0.1685375,4.838456,12.86787,EPHA5;NRG1,Regulation Of Cytoskeleton Organization (GO:0051493)
84,GO:0018149,peptide cross-linking,GO:0018149,0.1713097,14.15429,36.83979,COL3A1,Peptide Cross-Linking (GO:0018149)
85,GO:0006304,DNA modification,GO:0006304,0.1713097,14.15429,36.83979,MUTYH,DNA Modification (GO:0006304)
86,GO:1903900,regulation of viral life cycle,GO:1903900,0.1713097,14.15429,36.83979,TYRO3,Regulation Of Viral Life Cycle (GO:1903900)
87,GO:0010604,positive regulation of macromolecule metabolic process,GO:0010604,0.1713097,3.236037,8.434136,NKX2-1;CNTN1;ROBO1,Positive Regulation Of Macromolecule Metabolic Process (GO:0010604)
88,GO:0043491,phosphatidylinositol 3-kinase/protein kinase B signal transduction,GO:0043491,0.1713097,14.15429,36.83979,TYRO3,Protein Kinase B Signaling (GO:0043491)
89,GO:0060541,respiratory system development,GO:0060541,0.1867691,11.65294,28.29161,NKX2-1,Respiratory System Development (GO:0060541)
90,GO:0048706,embryonic skeletal system development,GO:0048706,0.1867691,11.65294,28.29161,COL1A1,Embryonic Skeletal System Development (GO:0048706)
91,GO:0045747,positive regulation of Notch signaling pathway,GO:0045747,0.1905119,11.00444,26.14944,ROBO1,Positive Regulation Of Notch Signaling Pathway (GO:0045747)
92,GO:0062014,negative regulation of small molecule metabolic process,GO:0062014,0.1905119,11.00444,26.14944,TIGAR,Negative Regulation Of Small Molecule Metabolic Process (GO:0062014)
93,GO:0045022,early endosome to late endosome transport,GO:0045022,0.1905119,11.00444,26.14944,HOOK2,Early Endosome To Late Endosome Transport (GO:0045022)
94,GO:0006468,protein phosphorylation,GO:0006468,0.1905119,2.450706,5.82522,EPHA5;TNK1;TYRO3;SIK3,Protein Phosphorylation (GO:0006468)
95,GO:0071526,semaphorin-plexin signaling pathway,GO:0071526,0.2024104,9.902,22.58771,SEMA6B,Semaphorin-Plexin Signaling Pathway (GO:0071526)
96,GO:0140238,presynaptic endocytosis,GO:0140238,0.2071477,9.429524,21.09458,NLGN2,Presynaptic Endocytosis (GO:0140238)
97,GO:0032757,positive regulation of interleukin-8 production,GO:0032757,0.2173179,8.607826,18.54989,CNTN1,Positive Regulation Of Interleukin-8 Production (GO:0032757)
98,GO:0051962,positive regulation of nervous system development,GO:0051962,0.2218537,8.248333,17.4588,NLGN2,Positive Regulation Of Nervous System Development (GO:0051962)
99,GO:0080171,lytic vacuole organization,GO:0080171,0.2222227,7.9176,16.46773,HOOK2,Lytic Vacuole Organization (GO:0080171)
100,GO:0032412,regulation of monoatomic ion transmembrane transporter activity,GO:0032412,0.2227905,7.612308,15.5642,NLGN2,Regulation Of Monoatomic Ion Transmembrane Transporter Activity (GO:0032412)
101,GO:0031324,negative regulation of cellular metabolic process,GO:0031324,0.2227905,7.612308,15.5642,TIGAR,Negative Regulation Of Cellular Metabolic Process (GO:0031324)
102,GO:0043009,chordate embryonic development,GO:0043009,0.2457571,6.18125,11.48889,COL1A1,Chordate Embryonic Development (GO:0043009)
103,GO:0007605,sensory perception of sound,GO:0007605,0.2457571,6.18125,11.48889,COL1A1,Sensory Perception Of Sound (GO:0007605)
104,GO:0071277,cellular response to calcium ion,GO:0071277,0.2457571,6.18125,11.48889,KCNH1,Cellular Response To Calcium Ion (GO:0071277)
105,GO:0034248,regulation of amide metabolic process,GO:0034248,0.2588712,5.492222,9.633559,TIGAR,Regulation Of Amide Metabolic Process (GO:0034248)
106,GO:0042127,regulation of cell population proliferation,GO:0042127,0.2607623,1.901777,3.30985,EFNB2;EMILIN2;NRG1;KCNH1,Regulation Of Cell Population Proliferation (GO:0042127)
107,GO:0043524,negative regulation of neuron apoptotic process,GO:0043524,0.2607623,5.343243,9.242787,TYRO3,Negative Regulation Of Neuron Apoptotic Process (GO:0043524)
108,GO:0007032,endosome organization,GO:0007032,0.2847664,4.594884,7.341724,HOOK2,Endosome Organization (GO:0007032)
109,GO:0071456,cellular response to hypoxia,GO:0071456,0.2847664,4.594884,7.341724,TIGAR,Cellular Response To Hypoxia (GO:0071456)
110,GO:0009895,negative regulation of catabolic process,GO:0009895,0.2935241,4.202128,6.389278,TIGAR,Negative Regulation Of Catabolic Process (GO:0009895)
111,GO:0007229,integrin-mediated signaling pathway,GO:0007229,0.3040404,3.87098,5.613332,COL3A1,Integrin-Mediated Signaling Pathway (GO:0007229)
112,GO:0032200,telomere organization,GO:0032200,0.3123252,3.654815,5.121282,RAD51D,Telomere Organization (GO:0032200)
113,GO:0036211,protein modification process,GO:0036211,0.3244446,1.587023,2.125509,EPHA5;COL3A1;TNK1;SIK3,Protein Modification Process (GO:0036211)
114,GO:0071705,nitrogen compound transport,GO:0071705,0.4071804,2.342381,2.42955,NRG1,Nitrogen Compound Transport (GO:0071705)
115,GO:0034504,protein localization to nucleus,GO:0034504,0.4609495,1.888077,1.647248,COL1A1,Protein Localization To Nucleus (GO:0034504)
116,GO:0010256,endomembrane system organization,GO:0010256,0.5756103,1.302933,0.7989419,HOOK2,Endomembrane System Organization (GO:0010256)
117,GO:0006508,proteolysis,GO:0006508,0.5808087,1.276993,0.7663956,CNTN1,Proteolysis (GO:0006508)
