Protein_Group	Genes	SAX_72001_M3_vs_RAW_72001_M3_logFC	SAX_72001_M3_vs_RAW_72001_M3_pval	Removed?	Contaminant?
O00410	IPO5	7.81002774637026	1.04188243385652e-08	No	No
O00422	SAP18	2.20476719185485	0.0092908183537201	No	No
O00442	RTCA	3.47959461861586	0.0003513684237309	No	No
O00453	LST1	4.27512864666403	5.38037539832082e-05	No	No
O00461	GOLIM4	6.75611140654771	1.70719247572939e-10	No	No
O00468	AGRN	9.47926534334238	3.34949331780377e-11	No	No
O00469	PLOD2	4.61478653268009	0.0064929570884021	No	No
O00471	EXOC5	4.0043106306284	0.0031822497075226	No	No
O00481	BTN3A1	2.69988191907622	0.004620006248031	No	No
O00483	NDUFA4	5.62696602946805	2.38965091010165e-06	No	No
O00487	PSMD14	7.04540514350178	1.54821351750253e-07	No	No
O00499	BIN1	5.73886149724397	2.60425056983633e-05	No	No
O00501	CLDN5	6.45476468149561	4.35973484650714e-10	No	No
O00505	KPNA3	6.71516620321673	1.12067987544433e-10	No	No
O00507	USP9Y	3.28358750383953	0.0011278050337211	No	No
O00534	VWA5A	6.81520092891047	1.04669018874095e-09	No	No
O00541	PES1	3.91250515979596	0.0010423590900943	No	No
O00560	SDCBP	8.3181961860185	3.5215081527132504e-09	No	No
O00571	DDX3X	7.23060248279312	6.72260222287506e-11	No	No
O00584	RNASET2	5.47695247830753	2.45257717674894e-06	No	No
O00587	MFNG	4.73338844196363	1.72209490177165e-05	No	No
O00629	KPNA4	5.3656098044197	0.0001057914790716	No	No
O00743	PPP6C	8.58290860582877	2.0557610612034402e-14	No	No
O00746	NME4	4.48260749047494	3.84892450097057e-05	No	No
O00748	CES2	3.28065647232011	0.0055602451525301	No	No
O00754	MAN2B1	3.83163709810593	0.0008848605414633	No	No
O14521	SDHD	4.8249024188184	2.77928607982141e-06	No	No
O14523	C2CD2L	6.64274208568867	2.2220208739609e-08	No	No
O14530	TXNDC9	4.5729118906967	6.38701403921051e-05	No	No
O14545	TRAFD1	6.6643091571958	1.5938813730698e-09	No	No
O14548	COX7A2L	5.36533843985732	5.96287568585203e-07	No	No
O14561	NDUFAB1	4.14253065910946	9.9599987803001e-06	No	No
O14579	COPE	7.3234061621025	8.84913802157426e-08	No	No
O14594	NCAN	6.75611866655055	6.61797051971945e-11	No	No
O14617	AP3D1	9.70620323841661	6.948803811123469e-11	No	No
O14618	CCS	8.0125414690264	4.40218302189635e-10	No	No
O14639	ABLIM1	6.18983967337749	1.13115161744685e-08	No	No
O14653	GOSR2	5.07273468714981	8.24788575244028e-07	No	No
O14656	TOR1A	5.52583086677048	8.8231997361797e-07	No	No
O14662	STX16	3.12451909580242	0.0018332168980054	No	No
O14672	ADAM10	4.65305779228198	0.0003350032196271	No	No
O14734	ACOT8	4.80504847876597	7.1240471612066e-07	No	No
O14735	CDIPT	5.97477705008239	1.12163325378568e-07	No	No
O14737	PDCD5	5.09355920293418	2.55489854165151e-05	No	No
O14744	PRMT5	5.88647483947732	1.57463828479929e-08	No	No
O14775	GNB5	3.95165800197721	0.000128032504493	No	No
O14786	NRP1	3.40054021458493	1.18902183091332e-05	No	No
O14787	TNPO2	6.1966455332872	1.46841469841697e-05	No	No
O14793	MSTN	5.30204003826818	1.21795461433295e-05	No	No
O14817	TSPAN4	3.97838877995232	2.60798144276705e-05	No	No
O14818	PSMA7	4.82583783597786	1.25187881692593e-09	No	No
O14828	SCAMP3	6.48588128137268	4.3979056116867693e-11	No	No
O14841	OPLAH	4.66381157565269	9.71114404862331e-05	No	No
O14874	BCKDK	3.89559014915615	0.0001327940312491	No	No
O14880	MGST3	5.04876651444695	3.26651764675877e-05	No	No
O14907	TAX1BP3	3.11199560950385	0.002473769678006	No	No
O14908	GIPC1	4.1840723549464	0.0016499185568262	No	No
O14917	PCDH17	5.98281197746319	5.01719199423564e-08	No	No
O14920	IKBKB	6.86016005439638	1.48888773059477e-07	No	No
O14949	UQCRQ	5.59996383623646	2.9948704842447e-07	No	No
O14957	UQCR11	3.49033804520013	5.27609507591291e-05	No	No
O14964	HGS	5.48989559260057	2.95062248960564e-07	No	No
O14972	VPS26C	2.8738076002881	0.0052103193418513	No	No
O14974	PPP1R12A	8.939634117562	3.46417737619416e-17	No	No
O14976	GAK	6.04650000813674	8.35260305157001e-05	No	No
O14979	HNRNPDL	4.23283586832367	5.08637374245957e-05	No	No
O14980	XPO1	6.9274723119128	1.12914865018036e-10	No	No
O15027	SEC16A	7.33400452488641	2.65215988532744e-10	No	No
O15067	PFAS	6.21485782689936	2.69931929832238e-07	No	No
O15084	ANKRD28	5.96409835037093	1.97103089814664e-07	No	No
O15111	CHUK	5.15945619759122	0.0001726616768798	No	No
O15116	LSM1	6.86041266625223	2.33362521414409e-08	No	No
O15117	FYB1	4.5908647941743	1.8374690966725802e-10	No	No
O15120	AGPAT2	3.21049092980457	0.0020401958314147	No	No
O15126	SCAMP1	5.58402501144182	9.29906983187926e-07	No	No
O15127	SCAMP2	6.62667638755843	1.02596082496398e-05	No	No
O15155	BET1	4.03672597814328	1.98830701283773e-05	No	No
O15162	PLSCR1	4.18960328518474	9.48446553582474e-05	No	No
O15173	PGRMC2	7.40697377918318	1.71001023335246e-08	No	No
O15194	CTDSPL	5.1878141339891	2.72309367164693e-06	No	No
O15212	PFDN6	6.13512276506293	3.03774641551799e-10	No	No
O15228	GNPAT	2.60548792542665	0.0031041346023879	No	No
O15230	LAMA5	10.2420657384116	8.18469107950125e-12	No	No
O15231	ZNF185	3.64288341759533	0.0087127632147989	No	No
O15240	VGF	6.40444992381281	2.3090232072973797e-12	No	No
O15258	RER1	4.73386024981412	1.17242760283785e-05	No	No
O15260	SURF4	7.27095059559316	3.95110238172607e-13	No	No
O15269	SPTLC1	5.18630754217972	3.9919002781436e-07	No	No
O15270	SPTLC2	3.41737612305973	0.0010998237385688	No	No
O15327	INPP4B	5.51033086793506	1.19110778884922e-07	No	No
O15357	INPPL1	6.24931146021919	5.95163067640075e-10	No	No
O15371	EIF3D	7.84285055411438	1.74444588481208e-13	No	No
O15372	EIF3H	6.44546722258715	7.73564804277327e-08	No	No
O15400	STX7	7.93313488542324	1.60991777479229e-13	No	No
O15427	SLC16A3	7.38886799708563	1.8543924125852598e-11	No	No
O15431	SLC31A1	4.38813637414833	5.01708427337489e-07	No	No
O15439	ABCC4	6.9676161249479	4.93047483640384e-06	No	No
O15466	ST8SIA5	5.2891776724689	1.31094293625375e-06	No	No
O15498	YKT6	5.22384439996143	1.07687359795032e-07	No	No
O15530	PDPK1	3.4398233596776	0.0018801623177731	No	No
O15533	TAPBP	7.92678585849777	2.91838387230126e-13	No	No
O15551	CLDN3	5.9941349782984	5.31225839812264e-09	No	No
O43149	ZZEF1	6.81771441701639	1.4202099513579e-06	No	No
O43150	ASAP2	8.55301782634941	3.29701037241876e-12	No	No
O43169	CYB5B	5.30678652998054	1.10441006074343e-07	No	No
O43173	ST8SIA3	3.54568513872135	0.0004943854017312	No	No
O43175	PHGDH	3.73977409389368	0.0012576789768139	No	No
O43181	NDUFS4	5.05696143813089	1.99618847591963e-05	No	No
O43237	DYNC1LI2	6.03399041492189	1.15013239923626e-07	No	No
O43242	PSMD3	6.77557149328293	6.04090024418667e-07	No	No
O43264	ZW10	4.6549188465769	0.0012545164138212	No	No
O43294	TGFB1I1	3.28808558551638	0.0006958277188317	No	No
O43304	SEC14L5	4.12328284494083	6.02176321569037e-06	No	No
O43306	ADCY6	6.95419979521851	1.3368422430015099e-12	No	No
O43312	MTSS1	3.68918925942974	3.42594840418211e-05	No	No
O43314	PPIP5K2	5.18389001021542	7.10235587585477e-06	No	No
O43318	MAP3K7	4.77823579859382	9.77340062054157e-06	No	No
O43324	EEF1E1	5.21656866792128	1.53477938899764e-06	No	No
O43396	TXNL1	9.63100684150792	9.24362422036647e-12	No	No
O43399	TPD52L2	3.70963186724202	0.0072700446066658	No	No
O43402	EMC8	4.62492747044575	1.85337718781587e-05	No	No
O43427	FIBP	6.06289432066083	3.30929725889524e-07	No	No
O43432	EIF4G3	7.11670594381008	2.54250722339906e-07	No	No
O43488	AKR7A2	2.6624969628566	4.71533671567087e-06	No	No
O43491	EPB41L2	5.57863298718839	3.55453475602452e-07	No	No
O43504	LAMTOR5	6.05928851775661	4.68560792309354e-06	No	No
O43508	TNFSF12	2.56678503145558	0.0039144799679263	No	No
O43516	WIPF1	4.17554199962262	0.0017490434304053	No	No
O43529	CHST10	5.47333592625188	5.52896297920919e-07	No	No
O43561	LAT	6.19508787025878	1.61307654592083e-10	No	No
O43583	DENR	3.90010730155279	0.0064494379255263	No	No
O43592	XPOT	4.6653044072994	8.14546481560668e-05	No	No
O43598	DNPH1	2.90832198074518	0.0065354230333535	No	No
O43615	TIMM44	4.19078218851564	4.9300776586329e-05	No	No
O43617	TRAPPC3	5.17939978884892	1.0710827021738e-07	No	No
O43633	CHMP2A	5.59854623165561	6.83321663006768e-08	No	No
O43639	NCK2	8.2864005306893	6.2156994760524806e-15	No	No
O43670	ZNF207	3.83675900445324	9.02805980451217e-05	No	No
O43676	NDUFB3	5.54116663378283	4.93323308065632e-08	No	No
O43678	NDUFA2	4.23225817474617	6.01974346123551e-05	No	No
O43681	GET3	8.88964442813055	7.6482804458956e-17	No	No
O43684	BUB3	3.41879413098396	0.002001947821214	No	No
O43707	ACTN4	4.13717425149074	1.24003244891006e-06	No	No
O43708	GSTZ1	4.84614642616384	7.49846874893744e-07	No	No
O43741	PRKAB2	5.62674870564894	2.34412610190566e-07	No	No
O43747	AP1G1	5.95530896470022	9.56202125261926e-05	No	No
O43752	STX6	4.37577487006333	3.73968853817094e-05	No	No
O43760	SYNGR2	4.86917980862627	1.89089811859867e-05	No	No
O43765	SGTA	5.69759780305234	7.44966024828998e-06	No	No
O43768	ENSA	5.49580466419802	2.93056421865126e-06	No	No
O43772	SLC25A20	5.18899661215486	2.69346910521373e-06	No	No
O43776	NARS1	6.64661321470329	2.66436849498383e-08	No	No
O43813	LANCL1	3.91122466803776	0.0001225973547593	No	No
O43815	STRN	8.5834835292503	3.33345541410622e-15	No	No
O43837	IDH3B	4.39493051051601	4.18655301470031e-05	No	No
O43847	NRDC	5.72569454602012	4.96673667190041e-06	No	No
O43865	AHCYL1	5.24090816698291	3.43709716842477e-06	No	No
O43897	TLL1	3.38841525800219	0.0017290688147515	No	No
O43916	CHST1	4.16267643636492	0.0001575010896114	No	No
O43920	NDUFS5	5.60716355712705	1.99485073951841e-09	No	No
O60229	KALRN	9.01210065451349	3.98268122409716e-10	No	No
O60232	ZNRD2	3.59774561190129	0.0014745373854395	No	No
O60240	PLIN1	8.88031739590645	3.5663947725344e-14	No	No
O60243	HS6ST1	4.80554373212273	5.15564356078947e-06	No	No
O60245	PCDH7	6.72802317891068	1.18068499454308e-09	No	No
O60256	PRPSAP2	6.26478034425973	5.10021698297824e-07	No	No
O60268	KIAA0513	7.32301498956915	1.7145238751427299e-13	No	No
O60271	SPAG9	5.62205425797075	4.818128238874331e-09	No	No
O60279	SUSD5	2.71206365246924	0.0042549764160247	No	No
O60313	OPA1	7.07278629033971	1.7364399724198e-11	No	No
O60330	PCDHGA12	6.71447907714043	5.2381023841851895e-11	No	No
O60331	PIP5K1C	7.04762378005853	1.27116992239789e-08	No	No
O60333	KIF1B	3.30343249610166	0.0004459935036418	No	No
O60437	PPL	8.50576189447128	4.46524782831463e-08	No	No
O60462	NRP2	4.00384868100556	5.68708281326843e-07	No	No
O60488	ACSL4	5.80596111761093	6.04817534152087e-08	No	No
O60496	DOK2	7.7262189768835	8.17528720682899e-13	No	No
O60502	OGA	6.92347844857747	2.33669758000846e-05	No	No
O60506	SYNCRIP	7.03731108803295	2.1517800448144203e-09	No	No
O60507	TPST1	3.86878364859337	0.0004683486846605	No	No
O60547	GMDS	5.23941482757954	6.32139707381227e-05	No	No
O60568	PLOD3	6.93890936176519	2.0662285391965e-08	No	No
O60610	DIAPH1	2.34058246500232	0.0001509301024331	No	No
O60613	SELENOF	5.38761012364236	4.6717078113931e-08	No	No
O60636	TSPAN2	2.65100092804007	0.0060598638231182	No	No
O60645	EXOC3	5.93524889166055	1.69122134877085e-08	No	No
O60667	FCMR	3.69133425520542	0.0007041842111824	No	No
O60669	SLC16A7	5.74614010812161	4.83761975291169e-08	No	No
O60674	JAK2	5.05249165203286	6.03450262612e-05	No	No
O60684	KPNA6	2.94092097614125	0.0024051845543983	No	No
O60704	TPST2	6.60824371330384	2.01531757215938e-08	No	No
O60716	CTNND1	6.50115569046662	1.8237558752069602e-09	No	No
O60749	SNX2	8.11480790244038	3.53955050398076e-08	No	No
O60763	USO1	7.14381309992422	1.542749008116e-07	No	No
O60784	TOM1	6.68998973938263	2.07263876519633e-06	No	No
O60826	CCDC22	3.04405588334451	0.0030631487362716	No	No
O60831	PRAF2	5.43245977456672	1.3266859248043702e-09	No	No
O60841	EIF5B	6.69284394876607	1.15187886822032e-07	No	No
O60884	DNAJA2	6.61126905059624	1.04892945101579e-09	No	No
O60890	OPHN1	3.85267367849419	0.0029522435570691	No	No
O60896	RAMP3	4.27739204920282	3.2387007284173e-05	No	No
O60925	PFDN1	6.2793314739855	5.65910671377488e-10	No	No
O60927	PPP1R11	3.42681358038011	0.0003045650251967	No	No
O75019	LILRA1	6.41442955175244	5.34318885492795e-06	No	No
O75063	FAM20B	3.95300159434339	0.0004076930848395	No	No
O75069	TMCC2	4.23070405770513	8.63213616465227e-05	No	No
O75095	MEGF6	4.71924013855132	5.9075724474629e-06	No	No
O75116	ROCK2	5.01502491319111	4.89003331998049e-07	No	No
O75122	CLASP2	5.99686789063905	9.60761041106331e-08	No	No
O75131	CPNE3	6.70410903195734	6.86460694030597e-10	No	No
O75154	RAB11FIP3	5.44152066146208	1.1382931707351e-06	No	No
O75165	DNAJC13	4.15231662168438	0.0004448508270782	No	No
O75167	PHACTR2	2.75986478304855	0.0048999530500659	No	No
O75170	PPP6R2	6.19538453268108	6.22096944614168e-05	No	No
O75190	DNAJB6	2.8365783443688	0.0062346112763468	No	No
O75197	LRP5	5.53406293850541	2.34579603339684e-07	No	No
O75223	GGCT	5.42459733955001	0.0002442541790928	No	No
O75251	NDUFS7	4.3269858462534	6.92226340707859e-05	No	No
O75298	RTN2	8.16486180562296	3.02405292215432e-07	No	No
O75306	NDUFS2	6.66253321538471	3.2101936946670702e-09	No	No
O75309	CDH16	6.93367384603147	3.9634473652437905e-09	No	No
O75312	ZPR1	4.55638208705069	3.58910751786161e-06	No	No
O75323	NIPSNAP2	5.69943731313492	5.29736168126056e-08	No	No
O75324	SNN	3.97172964467102	6.53582199347754e-05	No	No
O75342	ALOX12B	5.01722308136919	0.0026898917465225	No	No
O75348	ATP6V1G1	4.61930652995419	1.163693195822e-05	No	No
O75351	VPS4B	5.84190675599152	1.37497769876495e-08	No	No
O75352	MPDU1	6.13138364788133	3.2145851111794802e-09	No	No
O75356	ENTPD5	3.06260406705084	0.0035196911982852	No	No
O75369	FLNB	8.18939428340803	3.3474297060482e-05	No	No
O75379	VAMP4	5.02760887281163	1.15831427368843e-06	No	No
O75380	NDUFS6	3.02075026549073	0.0009364043956148	No	No
O75381	PEX14	4.10302014008332	3.95386277831877e-05	No	No
O75390	CS	2.30321519084298	0.001749935312852	No	No
O75396	SEC22B	9.07132193861509	1.91020885401814e-15	No	No
O75410	TACC1	7.19629332555875	2.69858890230783e-07	No	No
O75427	LRCH4	3.22455505185971	0.0016454156013177	No	No
O75431	MTX2	3.40585267876208	0.0047194663419827	No	No
O75436	VPS26A	4.95073997643764	1.94180056618426e-07	No	No
O75438	NDUFB1	5.02409179579386	1.29320542934452e-08	No	No
O75439	PMPCB	4.50217520935954	7.66509792293975e-05	No	No
O75477	ERLIN1	5.26549404388972	5.67704518392949e-06	No	No
O75487	GPC4	5.89307221543912	1.65757279440288e-09	No	No
O75489	NDUFS3	6.51104997071211	1.26145050832557e-10	No	No
O75506	HSBP1	4.04875373594295	0.0001917237582079	No	No
O75521	ECI2	5.12163704567801	1.8312301038867e-06	No	No
O75533	SF3B1	3.87067882609352	0.000545439378736	No	No
O75534	CSDE1	5.66564935670167	1.25910569174044e-07	No	No
O75558	STX11	3.16066902604391	0.0004188447398489	No	No
O75563	SKAP2	9.86289014802529	1.6478701946733499e-12	No	No
O75581	LRP6	4.89613042854124	8.47271123275148e-07	No	No
O75592	MYCBP2	5.7493911152145	2.52329407309809e-07	No	No
O75608	LYPLA1	6.86670311073146	1.19080392669994e-05	No	No
O75643	SNRNP200	4.72444985610105	0.0026250095850212	No	No
O75663	TIPRL	5.46170015271492	8.96101314336328e-09	No	No
O75674	TOM1L1	3.77298807310286	0.0044589482402661	No	No
O75688	PPM1B	5.04295825627201	6.21864191214004e-06	No	No
O75718	CRTAP	5.70591428935815	4.5796702027941e-07	No	No
O75752	B3GALNT1	6.12419695066548	4.1102724054383106e-09	No	No
O75787	ATP6AP2	2.54467640578362	0.0045880613628842	No	No
O75791	GRAP2	8.26531822289474	1.2410846369617098e-11	No	No
O75821	EIF3G	7.13877089597165	5.24550970240878e-10	No	No
O75832	PSMD10	6.02284172106612	2.27677601731376e-07	No	No
O75843	AP1G2	2.91524535068786	0.0028134020440013	No	No
O75844	ZMPSTE24	6.90757261999522	1.03783985432276e-06	No	No
O75880	SCO1	3.92997303852578	8.13556521177715e-05	No	No
O75888	TNFSF13	5.32088694747155	6.43441973417541e-06	No	No
O75935	DCTN3	7.69363131060671	3.52246215333044e-07	No	No
O75947	ATP5PD	8.65333494074617	2.37633523061753e-08	No	No
O75954	TSPAN9	7.36334537788743	1.57081053468366e-11	No	No
O75955	FLOT1	9.22789006242496	1.7946688002837298e-18	No	No
O75964	ATP5MG	8.25595338125039	7.023622309186451e-15	No	No
O76003	GLRX3	7.57356473754182	1.46901566230672e-05	No	No
O76021	RSL1D1	6.47550869419937	1.78071931030991e-07	No	No
O76031	CLPX	6.52952511972287	8.59536491023787e-07	No	No
O76070	SNCG	7.52665676088211	6.3219572436161905e-09	No	No
O76071	CIAO1	4.95251406845219	1.13452661466301e-06	No	No
O76074	PDE5A	4.61825837506205	5.31438594140642e-08	No	No
O94760	DDAH1	2.42187122037687	0.0069446030757626	No	No
O94763	URI1	4.81158217866175	2.34272738307669e-06	No	No
O94766	B3GAT3	3.10027203545531	0.0086321875181126	No	No
O94769	ECM2	3.62658973683493	0.0002020585183667	No	No
O94804	STK10	6.88603057033587	4.20857087235906e-07	No	No
O94826	TOMM70	7.1108903626107	3.88124946489047e-08	No	No
O94830	DDHD2	3.55956947568783	0.0099554681556385	No	No
O94855	SEC24D	3.83325801812865	0.0008526274385379	No	No
O94874	UFL1	7.76175735061105	3.5439219829718904e-09	No	No
O94886	TMEM63A	7.64226975068329	4.8065974168138e-09	No	No
O94903	PLPBP	4.06120885083568	0.0002383698449502	No	No
O94905	ERLIN2	6.36898359583227	2.2544438191732e-08	No	No
O94923	GLCE	5.4416012823817	6.65613961998102e-08	No	No
O94925	GLS	5.76949215186112	2.29335560433567e-08	No	No
O94929	ABLIM3	6.5787161328583	4.16885418931065e-10	No	No
O94979	SEC31A	6.895271063441	3.7086295689674694e-11	No	No
O94985	CLSTN1	1.93841787594419	0.0070777199404255	No	No
O95084	PRSS23	4.75690902438291	0.0006030023841212	No	No
O95139	NDUFB6	2.9352955351371	0.0057962843903275	No	No
O95140	MFN2	5.69747032613981	1.57735377804526e-07	No	No
O95168	NDUFB4	5.21355824253718	8.21777929956548e-06	No	No
O95182	NDUFA7	6.04402681318525	4.75958447021715e-07	No	No
O95183	VAMP5	4.70632120270811	1.05458950917501e-05	No	No
O95202	LETM1	6.38811969404677	1.77943215941419e-10	No	No
O95210	STBD1	3.46053330495034	0.0016451938470389	No	No
O95260	ATE1	5.09756305670429	3.73666861670301e-05	No	No
O95273	CCNDBP1	2.45843286543947	0.0061858334361136	No	No
O95292	VAPB	8.3613805385918	4.59399678158934e-15	No	No
O95295	SNAPIN	5.02311765469428	4.35721861847488e-07	No	No
O95299	NDUFA10	4.94258614204221	1.99377760626391e-05	No	No
O95302	FKBP9	7.71290931589393	4.1516424045917103e-14	No	No
O95319	CELF2	6.06850543511137	1.65079624716799e-07	No	No
O95336	PGLS	7.17038743393758	6.70778695131077e-08	No	No
O95352	ATG7	5.91480803672778	3.16096599309058e-05	No	No
O95372	LYPLA2	5.42998475343191	1.83925889639531e-07	No	No
O95373	IPO7	8.21064111081611	1.81364834954045e-11	No	No
O95376	ARIH2	2.65578173915119	0.0048460368429073	No	No
O95393	BMP10	6.87514216884519	1.7591346195697798e-12	No	No
O95394	PGM3	4.52427147873426	0.0001112533163025	No	No
O95425	SVIL	6.67705860788188	3.58794068935286e-08	No	No
O95433	AHSA1	6.65473237435085	4.1740730872852e-09	No	No
O95456	PSMG1	3.89040823612421	0.0002255084084051	No	No
O95487	SEC24B	3.85912884955713	0.0050436957660964	No	No
O95544	NADK	5.07481651089024	3.7976304425343e-08	No	No
O95562	SFT2D2	3.84975178999748	0.0002167956717175	No	No
O95571	ETHE1	6.14128387372374	3.84645471097151e-07	No	No
O95573	ACSL3	5.04615807994855	0.0001954986298531	No	No
O95630	STAMBP	5.90373074390833	2.79862520237081e-07	No	No
O95633	FSTL3	6.01304324277581	9.760710956812642e-09	No	No
O95644	NFATC1	5.30963338843137	1.32353086904197e-06	No	No
O95671	ASMTL	3.99055227309895	0.0001272026622019	No	No
O95674	CDS2	8.14721972229024	7.366536849784991e-14	No	No
O95716	RAB3D	4.68319399408652	0.0004327194630622	No	No
O95721	SNAP29	7.83258814805887	2.37107450855108e-12	No	No
O95727	CRTAM	6.10885734220169	5.04432024564577e-07	No	No
O95747	OXSR1	7.55693757252165	2.51305845511438e-07	No	No
O95757	HSPA4L	4.35583837644348	0.0007624100656208	No	No
O95772	STARD3NL	3.65897843656003	0.0004547430552741	No	No
O95777	LSM8	3.46184227569463	0.0023925450748461	No	No
O95782	AP2A1	3.9232976864833	0.0024199648167711	No	No
O95810	CAVIN2	3.96207871973271	0.0017941466036243	No	No
O95816	BAG2	4.85564859270274	1.00086318888974e-07	No	No
O95817	BAG3	4.72600922169798	0.0003881899775195	No	No
O95819	MAP4K4	5.2728657614631	1.03804358378327e-08	No	No
O95825	CRYZL1	3.83319648233451	0.0031061414431527	No	No
O95831	AIFM1	8.14749306030038	1.57039951262258e-13	No	No
O95833	CLIC3	6.71091474863028	3.56496322820657e-07	No	No
O95834	EML2	5.35204462774723	6.90120754813682e-06	No	No
O95837	GNA14	3.94101722277656	0.0001080530169056	No	No
O95841	ANGPTL1	3.14819876006336	0.001500759501565	No	No
O95858	TSPAN15	5.86589617816805	3.52191258648132e-08	No	No
O95861	BPNT1	4.04560699297156	0.0002324690174949	No	No
O95870	ABHD16A	8.61305257044799	8.42940237118482e-09	No	No
O95873	C6orf47	3.62492349619325	0.0008754167972587	No	No
O95881	TXNDC12	5.39509176143335	2.97481992417818e-07	No	No
O95967	EFEMP2	2.45645537345898	0.0030379431156381	No	No
O95994	AGR2	5.67253456182071	3.1738469666709e-06	No	No
O96000	NDUFB10	6.92796503134698	3.73780409730874e-07	No	No
O96008	TOMM40	5.60631620042484	1.28381504632179e-06	No	No
O96011	PEX11B	2.88582236556729	0.0021410656394745	No	No
O96019	ACTL6A	4.01875802097351	6.6865452689449e-05	No	No
P00167	CYB5A	3.9902033144419	7.73232852797565e-05	No	No
P00367	GLUD1	8.55878705132568	1.48937909394417e-08	No	No
P00395	MT-CO1	5.56702073261741	3.14691990076514e-07	No	No
P00403	MT-CO2	7.3116464292127	1.5476830964382498e-12	No	No
P00414	MT-CO3	6.14689818524383	2.50212942630671e-08	No	No
P00450	CP	1.86980315856195	7.79289838789434e-06	No	No
P00451	F8	4.23817740597295	1.96042770888662e-07	No	No
P00492	HPRT1	2.39657378359191	0.0005867935955749	No	No
P00505	GOT2	7.88192309503251	2.91308411978467e-08	No	No
P00734	F2	4.9820931221759	3.37822783242509e-18	No	No
P00736	C1R	2.62069993866125	2.35960673461337e-08	No	No
P00740	F9	5.344393780267	7.951055450663771e-19	No	No
P00742	F10	5.47595166575172	2.28840283828548e-16	No	No
P00846	MT-ATP6	6.25125279187196	2.77370562984133e-08	No	No
P00966	ASS1	5.10999899338117	0.0031755358444879	No	No
