Protein_Group	Genes	TRM_day30_vs_MoMacs_day30_logFC	TRM_day30_vs_MoMacs_day30_pval	Removed?	Contaminant?
O08797	Serpinb9	-4.01730040956426	0.0001086235677255	No	No
O08800	Serpinb8	-5.81723102520838	1.03971383061293e-05	No	No
O08808	Diaph1	-3.68573275289463	0.0039120737083784	No	No
O08997	Atox1	-4.50683787609801	2.29735011885017e-08	No	No
O09167	Rpl21	-5.02135782480018	0.0002350912639157	No	No
O35226	Psmd4	-3.61057858129822	0.0001948414602907	No	No
O35242	Nsmaf	-3.64125341687034	1.94542150317395e-05	No	No
O35309	Nmi	-3.18715559002834	1.18342204963114e-05	No	No
O35382	Exoc4	-5.16765161770872	0.0003071972476283	No	No
O35638	Stag2	-3.77182847178823	4.48265261079475e-05	No	No
O35691	Pnn	-5.47791775549515	5.13689807978759e-05	No	No
O35892	Sp100	-6.66925744628742	3.6194540360514e-06	No	No
O35904	Pik3cd	-5.04313994882771	5.05697532876735e-08	No	No
O35955	Psmb10	-2.79565389764149	0.0001340740217128	No	No
O54833	Csnk2a2	-2.73998000754212	0.0050266839978527	No	No
O54940	Bnip2	-2.68191635944967	0.000914736780916	No	No
O54950	Prkag1	-3.70300578876653	0.0002048133160202	No	No
O54962	Banf1	-2.81711695151858	0.0058936478676086	No	No
O55201	Supt5h	-5.41557656533824	0.0003611310997911	No	No
O55222	Ilk	-2.76724439340395	0.002690918105398	No	No
O70133	Dhx9	-3.02161360522971	0.0005162721691372	No	No
O70138	Mmp8	-6.45513410760491	3.5012771993475797e-12	No	No
O70145	Ncf2	-5.42212514241085	9.61846357162478e-05	No	No
O70200	Aif1	-9.15799434158004	1.13529315729788e-10	No	No
O70325	Gpx4	-3.2401197080874	7.01219631592474e-06	No	No
O70439	Stx7	-3.35198660015564	0.0050547012793439	No	No
O70492	Snx3	-3.6039281639891	0.000719259533207	No	No
O70566	Diaph2	-3.37468976775678	0.0007697395088474	No	No
O88351	Ikbkb	-4.83679791511423	2.44734362134658e-07	No	No
O88428	Papss2	-6.91053816914865	3.12380433804349e-06	No	No
O88520	Shoc2	-3.356831358828	0.0086283914627586	No	No
O88544	Cops4	-2.39198727538524	0.0061783624850146	No	No
O88593	Pglyrp1	-4.83854012263736	4.56028735912916e-08	No	No
O88712	Ctbp1	-3.60683246993417	0.000331274998691	No	No
O88879	Apaf1	-6.3752295539224	8.73776017367586e-06	No	No
O88968	Tcn2	-4.89068274082328	4.3585880884068e-09	No	No
O89017	Lgmn	-3.31772990226499	0.0045248571027448	No	No
P01027	C3	-3.83845996930827	0.0001138646292318	No	No
P01872	Ighm	-8.3418810945122	1.22450912646089e-11	No	No
P01887	B2m	-2.47431496650902	0.0015992659058531	No	No
P02301;P84244	H3-3b;H3-5	-4.7923016122477	1.59021295276563e-05	No	No
P03958	Ada	-5.62705137438747	4.89790201039348e-07	No	No
P05132	Prkaca	-3.39486316537312	0.0004320323083064	No	No
P05555	Itgam	-6.53118889117212	1.46332467593154e-08	No	No
P06745	Gpi	-2.42485809280791	0.0001194804486687	No	No
P07091	S100a4	-5.21962264197993	7.79087507572837e-06	No	No
P08071	Ltf	-6.18047821774874	1.3725550351187e-11	No	No
P08101	Fcgr2	-2.15481193032832	0.0004257405263226	No	No
P08103	Hck	-2.7450165840304	0.0017565897829795	No	No
P08226	Apoe	-5.1229836631456	0.0008132017069557	No	No
P08228	Sod1	-2.59897766073714	0.0011962144702839	No	No
P08775	Polr2a	-4.4541440713001	0.0023749835766076	No	No
P09470	Ace	-2.57975783994654	0.0026463257157229	No	No
P0C0S6;Q3THW5	H2az1;H2az2	-4.27885234664305	1.72813170002963e-05	No	No
P0DOV2	Ifi204	-4.76916020577089	1.93012741566697e-05	No	No
P10853;P10854;Q64475;Q64478;Q64525;Q6ZWY9;Q8CGP1;Q8CGP2	H2bc12;H2bc14;H2bc15;H2bc3;H2bc8;H2bc9;Hist1h2bp;Hist2h2bb	-3.83890641159054	0.0001574739644966	No	No
P11031	Sub1	-3.41200042369736	0.000155042132809	No	No
P11103	Parp1	-3.3926153017151	0.0003104738653187	No	No
P11352	Gpx1	-3.09688329734938	0.0001155451545589	No	No
P11440	Cdk1	-3.76504384713679	5.02044711029443e-05	No	No
P11672	Lcn2	-6.293993910028	1.7717564694911302e-10	No	No
P11835	Itgb2	-3.61460862479447	2.92700957200395e-06	No	No
P12382	Pfkl	-3.12023413140728	0.0099899019005389	No	No
P12388	Serpinb2	-4.80311667692071	5.308381826369e-07	No	No
P13020	Gsn	-2.56977537437641	0.0053613805008851	No	No
P13864	Dnmt1	-5.42351808625116	1.5095212664769e-06	No	No
P14069	S100a6	-3.31352121627761	7.20739338847885e-05	No	No
P14115	Rpl27a	-3.42205485105276	0.0079182345051704	No	No
P14148	Rpl7	-4.87137410911756	0.0037377172736812	No	No
P15307	Rel	-4.05562218462589	5.63040632077702e-06	No	No
P15864	H1-2	-4.47140482308542	2.47213054959478e-06	No	No
P16460	Ass1	-4.33722297529886	0.0005748233996335	No	No
P17182	Eno1	-2.07182796663226	0.0048573498058224	No	No
P17918	Pcna	-2.45287437652211	0.0026698561587639	No	No
P18653	Rps6ka1	-6.44883762587974	9.9576925180732e-11	No	No
P18654	Rps6ka3	-4.29251566682543	0.002565684494059	No	No
P22682	Cbl	-4.09131422210277	0.0001682533614739	No	No
P22907	Hmbs	-5.99332630839776	3.12597566247702e-07	No	No
P23116	Eif3a	-3.23789225898474	0.0045507483024525	No	No
P23198	Cbx3	-2.96537349662592	0.0015032495985926	No	No
P23249	Mov10	-5.288969931255	1.47589215728911e-07	No	No
P24527	Lta4h	-2.15129718776384	0.0004521651641052	No	No
P25206	Mcm3	-5.6143542542236	0.0004733202949934	No	No
P25911	Lyn	-3.28973303756272	0.0067308028329714	No	No
P25976	Ubtf	-6.73211030772816	5.28743355722461e-07	No	No
P26369	U2af2	-3.54638229692362	0.0007899770397374	No	No
P26450	Pik3r1	-6.16004609428275	1.3002636292023e-05	No	No
P27005	S100a8	-4.88650144446082	5.0074429096681204e-09	No	No
P27546	Map4	-4.96305458220898	0.0018311167546491	No	No
P27870	Vav1	-4.50926843972074	0.0001165418744858	No	No
P28076	Psmb9	-2.11287933668478	0.0047207886392364	No	No
P28293	Ctsg	-6.17995396193754	4.04410376917285e-10	No	No
P28650	Adss1	-5.97969450672699	7.42883263151948e-06	No	No
P28659	Celf1	-3.16775126349862	0.0003819994323139	No	No
P28665	Mug1	-4.72603310456338	0.0015808335079005	No	No
P28867	Prkcd	-4.29207777292462	8.44417112273066e-06	No	No
P29351	Ptpn6	-2.20873029440822	0.0012751223515054	No	No
P29452	Casp1	-4.79638714799848	6.14310839559501e-06	No	No
P29758	Oat	-3.25104984851954	4.01396253405045e-05	No	No
P29788	Vtn	-5.91111669289524	3.21384038212211e-09	No	No
P30681	Hmgb2	-3.36347669486078	0.0003150415265396	No	No
P31230	Aimp1	-4.04453105518972	0.0003196536709991	No	No
P31266	Rbpj	-5.79798883146651	1.70289966286794e-05	No	No
P31725	S100a9	-7.02016421377674	1.59557110852764e-10	No	No
P32067	Ssb	-3.03716455795804	0.0030495065389122	No	No
P32921	Wars1	-3.9752031179875	0.0008714840902548	No	No
P34884	Mif	-3.10000436370484	0.0044297174515164	No	No
P35174	Stfa2	-5.2884813795099	5.98534936058048e-08	No	No
P35282	Rab21	-3.44985237358636	0.0001191739534377	No	No
P35441	Thbs1	-4.72714267087441	5.03759863693635e-06	No	No
P35486	Pdha1	-7.75163730333035	2.69353908988551e-07	No	No
P35831	Ptpn12	-4.07988418220434	0.0002647185291955	No	No
P35922	Fmr1	-4.45196578437139	0.0002832964815533	No	No
P35980	Rpl18	-3.62406673179231	0.0023041167964317	No	No
P35991	Btk	-4.53699593211453	0.0002837376298939	No	No
P36536	Sar1a	-2.53904998094807	0.009861377588575	No	No
P36552	Cpox	-6.58886420266758	4.91828659673629e-06	No	No
P39654	Alox15	-14.2791154745776	1.88888245550729e-14	No	No
P39749	Fen1	-3.22818660929149	0.0088590548331346	No	No
P41105	Rpl28	-3.54179650259975	0.008039283009708	No	No
P41216	Acsl1	-5.35876446741349	8.72709198007287e-05	No	No
P41245	Mmp9	-6.45220309290582	1.07571168978594e-09	No	No
P42230	Stat5a	-2.77040491765392	0.0002468369967527	No	No
P42232	Stat5b	-2.5001341696171	0.0029795099058714	No	No
P42567	Eps15	-4.81532808307373	5.37303582864229e-07	No	No
P43247	Msh2	-5.75113315502877	1.1195577234535e-09	No	No
P43274	H1-4	-4.42724482692428	2.31579146385786e-06	No	No
P43275	H1-1	-4.71868541413382	3.46336538273629e-06	No	No
P43276	H1-5	-3.97767942897062	0.0007212143802598	No	No
P43277	H1-3	-6.47255777171082	3.40727159308923e-12	No	No
P43346	Dck	-3.32145316306376	2.60545078241971e-06	No	No
P46471	Psmc2	-2.97600688606548	0.0094507363218219	No	No
P47226	Tes	-4.85937251092241	5.89160267811832e-06	No	No
P47738	Aldh2	-3.7157571086028	0.0052614447752312	No	No
P47758	Srprb	-3.21876990406068	0.0032928978598952	No	No
P47811	Mapk14	-2.21811079162849	0.0068994318054782	No	No
P47856	Gfpt1	-4.54723306434173	0.0028238904627349	No	No
P48024;Q9CXU9	Eif1;Eif1b	-4.09800913525007	5.18542420867769e-05	No	No
P48025	Syk	-4.56378496781779	0.0006360894859065	No	No
P49446	Ptpre	-3.51274331362675	0.0015831630771024	No	No
P49717	Mcm4	-3.48589514983452	0.009754596790329	No	No
P49718	Mcm5	-3.34501936974602	0.0042264922062761	No	No
P49962	Srp9	-6.09893021096416	1.23595533539082e-06	No	No
P50295	Nat2	-2.583480702338	0.0001099759860107	No	No
P50431	Shmt1	-2.96305791293408	0.0019068466666131	No	No
P51174	Acadl	-3.00484120121584	7.01716765166802e-05	No	No
P51437	Camp	-7.22092321583883	3.42870976953758e-14	No	No
P51863	Atp6v0d1	-3.76563060266658	0.0009984725488613	No	No
P51880	Fabp7	-2.23442272535242	0.0033421455423769	No	No
P52293	Kpna2	-4.33403533125766	1.1970087449945e-06	No	No
P52624	Upp1	-2.35852606962475	0.0014522551513911	No	No
P52633	Stat6	-3.0672102661749	0.0055132765321422	No	No
P53996	Cnbp	-4.37506811450189	1.98666985557929e-07	No	No
P54731	Faf1	-3.76685649008663	0.0004412173771907	No	No
P54775	Psmc4	-3.49853329506982	0.0066298246777676	No	No
P54822	Adsl	-2.24360648257083	0.0002880323769457	No	No
P56380	Nudt2	-4.04558748631755	0.0043980845451827	No	No
P56477	Irf5	-4.88266700601029	6.53190734852331e-07	No	No
P56546	Ctbp2	-3.32265418324939	0.0001529736240553	No	No
P58058	Nadk	-4.72752570115325	3.5377331350752e-07	No	No
P58389	Ptpa	-2.34990028620923	0.0005137387497463	No	No
P58404	Strn4	-2.95213244845213	0.0032254407064781	No	No
P60670	Nploc4	-2.69655413736354	0.0049889030118067	No	No
P61079	Ube2d3	-2.13677909487196	0.0078205338807974	No	No
P61082	Ube2m	-4.19924377907878	0.0001018590587429	No	No
P61087	Ube2k	-2.1529986968889	0.008984289318142	No	No
P61202	Cops2	-3.04100658982393	0.0070526609376134	No	No
P61255	Rpl26	-3.59034029473879	0.0098907526539357	No	No
P61957	Sumo2	-2.32927800465145	0.00372239695993	No	No
P61965	Wdr5	-4.41912726051102	0.0013865138369341	No	No
P62192	Psmc1	-2.76423966578206	0.007835989013956	No	No
P62482	Kcnab2	-2.70867249980888	0.0073629862888726	No	No
P62806	H4f16	-3.99907437702349	5.80302207295184e-05	No	No
P62897	Cycs	-3.33209585762975	1.5354964932743e-05	No	No
P62996	Tra2b	-4.34613103216069	0.0030896296618518	No	No
P63073	Eif4e	-3.84935452433307	0.0021291434779885	No	No
P63154	Crnkl1	-5.48856710222785	2.38647173176855e-07	No	No
P63254	Crip1	-4.0051336560735	0.0001775554623483	No	No
P63276	Rps17	-3.09370992125638	0.0091975597448244	No	No
P68181	Prkacb	-4.71534922827211	4.96313318794137e-08	No	No
P68369	Tuba1a	-2.30496850257408	0.0030582532646157	No	No
P68373	Tuba1c	-2.55743906237275	0.0065869891235025	No	No
P68433;P84228	H3c11;H3c15	-5.79403558061731	1.6397604359199e-08	No	No
P69566	Ranbp9	-5.75274169275761	5.13053873195379e-06	No	No
P70248	Myo1f	-2.89794963526846	0.002731640493195	No	No
P70271	Pdlim4	-4.36738009832632	0.000377750109137	No	No
P70280	Vamp7	-2.89491900841167	0.0099709761422227	No	No
P70288	Hdac2	-3.65823124254494	0.0067917776428367	No	No
P70303	Ctps2	-3.940036800446	0.0044326677217325	No	No
P70315	Was	-2.73546365352812	0.0033099364797916	No	No
P70318	Tial1	-3.86423478780104	0.002255166117213	No	No
P70335	Rock1	-2.80989496603016	0.0017221864886486	No	No
P70349	Hint1	-7.12417279797965	4.4264816511706295e-11	No	No
P70388	Rad50	-3.91104019861298	4.78201025204057e-06	No	No
P70398	Usp9x	-5.10549175603327	0.0001710974468907	No	No
P70441	Slc9a3r1	-5.29495926456182	3.53403138453077e-05	No	No
P70677	Casp3	-4.43213337345737	5.58318398152877e-05	No	No
P70694	Akr1c6	-4.29945367814702	0.0029577368595326	No	No
P70697	Urod	-4.71448107570189	8.88431477575494e-05	No	No
P80314	Cct2	-2.17411462101034	0.009922975433605	No	No
P83882	Rpl36a	-4.87383916671143	0.0002004832710878	No	No
P97310	Mcm2	-4.24863079541158	0.0002363328031188	No	No
P97311	Mcm6	-6.28355368461693	3.02581629893879e-06	No	No
P97355	Sms	-3.27503841463606	0.000852584367249	No	No
P97364	Sephs2	-4.20556919846749	6.37441087160086e-05	No	No
P97369	Ncf4	-2.57471591752535	0.0016826965979426	No	No
P97377	Cdk2	-3.30863518435347	0.0017962647182171	No	No
P97470	Ppp4c	-2.56067366435843	0.0038158407944221	No	No
P97807	Fh	-3.17747819394124	0.0005788072646345	No	No
P97814	Pstpip1	-6.37500569051044	5.58684294510873e-07	No	No
P97820	Map4k4	-4.60650417762283	0.0062384065621553	No	No
P97822	Anp32e	-2.35061350367675	0.0043772984380391	No	No
P98086	C1qa	-5.96289591413071	1.6519252383214398e-11	No	No
P99029	Prdx5	-2.6401179453888	0.0037273967738668	No	No
Q000W5	Gbp10	-3.56455599185277	0.0004517339279496	No	No
Q00422	Gabpa	-4.89062783679722	1.66380382293069e-05	No	No
Q00519	Xdh	-4.78265267558984	9.44112606262694e-07	No	No
Q00612	G6pdx	-2.66257691587295	0.0056487291517937	No	No
Q01514	Gbp1	-7.92362698054023	1.38868673065995e-08	No	No
Q01730	Rsu1	-4.52279025773194	0.0001432865009686	No	No
Q02105	C1qc	-2.71693669017094	0.0035180180205952	No	No
Q03958	Pfdn6	-5.70849472548542	5.59120190976917e-07	No	No
Q04447	Ckb	-3.11765030330015	0.0075345221785237	No	No
Q04750	Top1	-6.61315962660865	0.0002796435291715	No	No
Q05144	Rac2	-3.81633692879288	2.24583684309186e-06	No	No
Q05793	Hspg2	-3.09117010817518	0.0059212004687894	No	No
Q08024	Cbfb	-4.27346676559025	5.81417262417342e-06	No	No
Q08093	Cnn2	-2.72659530535559	0.0017514939900485	No	No
Q08642	Padi2	-4.77217153036128	3.87033880592845e-06	No	No
Q08943	Ssrp1	-3.76990445571506	0.0001084798308145	No	No
Q09014	Ncf1	-5.51018077641463	8.87182623756797e-06	No	No
Q3T9E4;Q62293	Tgtp1;Tgtp2	-3.82507270085101	6.06356321096405e-05	No	No
Q3TBD2	Arhgap45	-5.79123768284313	2.44405977330077e-07	No	No
Q3TDX8	Cyb5r4	-2.87026673625356	0.0057763860212312	No	No
Q3TEA8	Hp1bp3	-6.85544545844805	5.37617694537943e-06	No	No
Q3THK7	Gmps	-4.55551262906492	0.0004707490070528	No	No
Q3TIX9	Usp39	-5.0723325228829	5.93827759430662e-06	No	No
Q3TKT4	Smarca4	-4.65832002675445	0.0003222819451851	No	No
Q3TPX4	Exoc5	-6.13291314452408	1.35887768729198e-05	No	No
Q3TRM8	Hk3	-3.88259718009499	6.73931029932604e-05	No	No
Q3TWW8	Srsf6	-5.01586615558009	0.0009975816981509	No	No
Q3U487	Hectd3	-3.75462539664375	0.0003327182500858	No	No
Q3U5Q7	Cmpk2	-7.74335168724387	5.7677758582966096e-11	No	No
Q3U9G9	Lbr	-6.7827381100961	2.5980320899669397e-11	No	No
Q3UA06	Trip13	-4.34810069520483	3.63343519017913e-05	No	No
Q3UCV8	Otulin	-5.50431256188346	1.5083822860942901e-09	No	No
Q3UEB3	Puf60	-4.55750789935708	0.0005640836310953	No	No
Q3UHD6	Snx27	-4.57197657835522	0.0051851278263723	No	No
Q3UI43	Babam1	-4.14254891681214	0.0020958267047718	No	No
Q3UJB0	Sf3b2	-3.97166001468481	0.0036057686193579	No	No
Q3UJB9	Edc4	-2.84753941281227	0.0049655090493918	No	No
Q3UL36	Arglu1	-6.97659519694625	3.02555878173809e-09	No	No
Q3UMU9	Hdgfl2	-3.55523389831919	0.0001282141310015	No	No
Q3UND0	Skap2	-6.34542603404873	1.64874631680987e-08	No	No
Q3UP87	Elane	-9.86930758756033	4.30886414050491e-17	No	No
Q3UQN2	Fcho2	-5.51396262221294	0.0001457406571945	No	No
Q3UR70	Tgfbrap1	-3.40877064086879	0.0018921951386064	No	No
Q3UYV9	Ncbp1	-3.76117913048953	0.0024643676265556	No	No
Q3UZA1	Rcsd1	-7.22189141366803	3.08895563743871e-08	No	No
Q3UZZ4	Olfm4	-10.7670203936338	6.06959944196779e-12	No	No
Q4FK66	Prpf38a	-5.33985174268705	6.57283247347705e-06	No	No
Q4LDD4	Arap1	-4.07043451244781	0.0002863387058557	No	No
Q4VA53	Pds5b	-2.9669145063412	0.0023947873881525	No	No
Q4VC33	Maea	-3.75356778171077	0.0001704787557866	No	No
Q501J6	Ddx17	-4.91277187087523	0.000140767927937	No	No
Q505B7	Zbtb8os	-3.45846726693108	0.000207778731744	No	No
Q505F5	Lrrc47	-5.32113193357304	0.000337493023821	No	No
Q52KI8	Srrm1	-8.0854459626551	1.11823471950092e-09	No	No
Q569Z6	Thrap3	-9.47352679968202	8.96024058816495e-07	No	No
Q571I9	Aldh16a1	-2.04789791949594	0.0021768624434318	No	No
Q5DTM8	Rnf20	-3.66335385623927	3.42647399533421e-05	No	No
Q5EG47	Prkaa1	-2.1709538335319	0.0051604899956266	No	No
Q5PRF0	Heatr5a	-4.18516392169072	5.08673245955457e-08	No	No
Q5SQX6	Cyfip2	-2.28916822748976	0.0057405861680567	No	No
Q5SRY7	Fbxw11	-3.54960883513808	0.0029026955720065	No	No
Q5SSH7	Zzef1	-2.52284598283446	0.0026324281499027	No	No
Q5SUF2	Luc7l3	-3.40627396669884	0.0012790855429067	No	No
Q5SUR0	Pfas	-4.6491600058035	1.24332548795472e-05	No	No
Q5SW19	Cluh	-4.12497155750316	0.0086357447446937	No	No
Q5SWU9	Acaca	-5.22534067657423	0.0004182871803763	No	No
Q5U4D9	Thoc6	-5.74827956668265	2.49615162927328e-07	No	No
Q5XJE5	Leo1	-3.21595951757585	0.0001362335144202	No	No
Q60575	Kif1b	-3.29119434398145	0.0071478531180439	No	No
Q60631	Grb2	-2.19465089123671	0.0075865062574819	No	No
Q60668	Hnrnpd	-3.60814535945685	0.0015053263058303	No	No
Q60676	Ppp5c	-3.67073620680182	0.0083238442826498	No	No
Q60710	Samhd1	-2.10279994481359	0.0022664696256392	No	No
Q60737	Csnk2a1	-3.06114815877293	0.0066251906011742	No	No
Q60855	Ripk1	-3.26188944134194	0.0034535251105692	No	No
Q60902	Eps15l1	-5.8612586272318	6.05779428766609e-09	No	No
Q60949	Tbc1d1	-4.81742013061884	2.5149723726459e-06	No	No
Q60963	Pla2g7	-6.4172677466693	4.60277944403428e-12	No	No
Q60972	Rbbp4	-2.34437434036363	0.0007077742673327	No	No
Q60996	Ppp2r5c	-5.27798528967949	4.92923352223002e-06	No	No
Q61033	Tmpo	-2.57919103446216	0.0046164405385405	No	No
Q61074	Ppm1g	-3.23804650550237	0.0019803341877703	No	No
Q61096	Prtn3	-5.98401280322475	7.55234141640193e-12	No	No
Q61107	Gbp4	-4.28561224481131	4.83627958625935e-06	No	No
Q61133	Gstt2	-3.89510451886079	1.52133721962065e-06	No	No
Q61151	Ppp2r5e	-5.67505745414569	1.11678702757378e-05	No	No
Q61183	Papola	-3.69349917933645	0.0033125011392714	No	No
Q61187	Tsg101	-2.93158639904835	0.0039466486155391	No	No
Q61191	Hcfc1	-3.95179714953825	0.0096098612876952	No	No
Q61205	Pafah1b3	-5.65255328680335	2.02025498239114e-06	No	No
Q61210	Arhgef1	-3.4660335864528	0.0015832869894208	No	No
Q61239	Fnta	-4.83564036497099	0.0008321329085731	No	No
Q61333	Tnfaip2	-3.68790624049433	0.0048147312579445	No	No
Q61362	Chi3l1	-6.06458376530809	5.4087615502007e-09	No	No
Q61510	Trim25	-4.91282494385156	2.3729353747513e-05	No	No
Q61599	Arhgdib	-2.95189228012702	8.29418092300739e-05	No	No
Q61635	Ifi47	-4.79917298189837	4.03041865848856e-05	No	No
Q61646	Hp	-6.46468976494086	7.94251030807144e-10	No	No
Q61687	Atrx	-4.58103166718369	8.55870065054463e-06	No	No
Q61749	Eif2b4	-5.88896404549262	5.66556312504909e-08	No	No
Q61792	Lasp1	-2.6747243574034	0.0020019035466629	No	No
Q61805	Lbp	-6.73117905777792	8.78638248922524e-10	No	No
Q61881	Mcm7	-3.80581894663567	0.0043159003289429	No	No
Q61937	Npm1	-2.73799339338012	0.0043798381131093	No	No
Q62093	Srsf2	-3.35026451986201	0.0051692005901738	No	No
Q62148	Aldh1a2	-4.97363506932429	4.23652729059365e-10	No	No
Q62191	Trim21	-3.73383168476902	0.0004752564015802	No	No
Q62318	Trim28	-3.83384677224223	0.0035990422774268	No	No
Q62376	Snrnp70	-5.36055444957453	0.0004793981203771	No	No
Q62419	Sh3gl1	-5.36976138286036	9.41184684094521e-06	No	No
Q62422	Ostf1	-2.13693778632604	0.0017306570173763	No	No
Q640N3	Arhgap30	-6.00866833121874	5.04162025740201e-06	No	No
Q64105	Spr	-3.40606242883787	0.0044624633210835	No	No
Q64282	Ifit1	-2.96745792871223	0.0010483483842464	No	No
Q64339	Isg15	-3.49635996460314	0.0003530760318661	No	No
Q64511	Top2b	-6.74879764525035	9.27996588691988e-07	No	No
Q64514	Tpp2	-3.19885220926992	0.0031365046021741	No	No
Q64522	H2ac21	-3.91412417819236	6.96989342857605e-05	No	No
Q64523;Q6GSS7;Q8R1M2	H2ac20;H2aj;Hist2h2aa2	-3.79293384460376	3.05528653874919e-05	No	No
Q64674	Srm	-4.40378299727956	0.0018882883249969	No	No
Q64727	Vcl	-4.03639987557759	0.0001164959474676	No	No
Q68FH4	Galk2	-5.70518675982301	0.0001130068257285	No	No
Q68FL4	Ahcyl2	-2.77815360293584	0.0061261193349222	No	No
Q68FL6	Mars1	-4.50523013238437	0.0040162652206175	No	No
Q69Z37	Samd9l	-3.83762695290058	0.0035617469902361	No	No
Q69ZK0	Prex1	-5.47941579577998	0.0002332893764928	No	No
Q6A026	Pds5a	-7.33599823721025	1.1831599258952299e-12	No	No
Q6A068	Cdc5l	-3.47764404688772	0.0052323520916792	No	No
Q6A0A9	FAM120A	-4.34166312444648	9.16073042728493e-05	No	No
Q6DFW4	Nop58	-3.29542426738711	0.0037577548895285	No	No
Q6DTY7	Pfkfb4	-3.02658365946358	0.0009083348703375	No	No
Q6KAR6	Exoc3	-4.62931780553765	0.0001478283017329	No	No
